dollar,bang,money,n000,make,yesno
0.721,0.25,0.17,0.0,0.17,0
0.0,0.875,0.0,0.0,0.0,0
0.729,1.276,0.0,0.52,0.0,0
0.163,0.02,0.05,0.75,0.17,0
0.716,0.342,0.17,0.0,0.17,0
0.0,0.415,0.0,0.0,0.0,0
0.175,0.307,0.2,0.1,0.1,0
0.105,0.157,0.0,0.34,0.0,0
0.061,0.371,0.12,0.0,0.0,0
0.061,0.37,0.12,0.0,0.0,0
0.207,0.569,0.68,0.58,0.29,0
0.199,0.548,0.72,0.62,0.31,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.163,0.02,0.05,0.75,0.17,0
0.105,0.263,0.0,0.0,0.0,0
0.199,0.548,0.72,0.62,0.31,0
0.548,0.174,0.39,0.19,0.0,0
0.0,0.0,0.0,0.0,0.0,0
1.334,5.942,0.1,0.0,0.1,0
0.256,0.64,0.39,1.19,0.39,0
0.0,0.392,0.0,0.0,0.0,0
0.0,0.463,0.0,0.0,0.0,0
0.0,0.471,0.0,0.0,0.0,0
0.0,1.492,0.0,0.0,0.0,0
0.231,0.0,0.0,0.0,0.44,0
0.08,0.484,0.0,0.55,0.0,0
0.0,0.21,0.0,0.0,0.0,0
0.0,0.159,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.48,0.48,0.0,0.0,0.0,0
0.0,0.27,0.0,0.0,0.0,0
0.0,0.269,0.0,0.0,0.0,0
0.233,0.155,0.83,0.47,0.59,0
0.243,0.271,0.17,0.95,0.17,0
0.391,0.994,0.3,0.0,0.1,0
0.0,0.647,0.0,0.0,0.22,0
0.174,0.334,0.2,0.1,0.1,0
0.195,0.845,0.0,0.0,0.49,0
0.0,0.233,0.0,0.0,0.0,0
0.11,0.331,0.0,0.62,0.0,0
0.0,0.564,0.9,0.0,0.9,0
0.0,0.044,0.0,0.0,0.0,0
0.0,0.269,0.47,0.0,0.0,0
0.15,0.268,0.57,1.14,0.54,0
0.15,0.273,0.57,1.14,0.54,0
0.093,2.001,0.0,0.0,0.27,0
0.354,0.0,0.0,0.0,0.0,0
0.065,0.013,0.17,0.1,0.1,0
0.191,0.271,0.41,0.16,0.49,0
0.128,0.085,0.54,0.0,0.0,0
0.316,0.765,1.38,0.0,1.18,0
0.0,0.203,0.0,0.0,0.0,0
0.221,0.069,0.18,0.33,0.33,0
0.198,0.198,0.0,0.0,0.0,0
0.094,0.0,0.78,0.0,0.0,0
0.0,0.222,0.34,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.594,0.0,0.0,0.0,0
0.094,1.282,0.0,0.0,0.28,0
0.051,0.103,0.0,0.0,0.3,0
0.0,0.0,1.88,0.0,0.0,0
0.0,0.537,6.66,0.0,0.0,0
0.0,0.0,1.88,0.0,0.0,0
0.0,0.537,6.66,0.0,0.0,0
0.0,0.0,1.88,0.0,0.0,0
0.0,0.537,6.66,0.0,0.0,0
0.066,0.016,0.0,0.74,0.0,0
0.347,0.486,0.0,1.92,0.0,0
0.242,1.089,0.0,1.36,0.0,0
0.149,0.373,0.0,0.0,0.0,0
0.099,0.0,0.17,0.0,0.0,0
0.0,0.684,0.0,0.0,0.0,0
0.0,0.14,0.0,0.0,0.0,0
0.0,3.427,0.0,0.0,0.0,0
0.032,0.257,0.09,0.36,0.09,0
0.229,0.104,0.98,0.49,0.73,0
0.229,0.104,0.98,0.49,0.73,0
0.352,0.176,0.0,0.0,0.0,0
0.021,0.414,1.46,0.0,0.66,0
0.014,0.029,0.09,0.36,0.18,0
0.0,0.261,0.38,0.0,0.0,0
0.088,0.0,0.0,0.0,0.0,0
0.478,0.095,0.0,1.59,0.0,0
0.197,0.434,0.11,0.59,0.0,0
0.24,0.24,0.0,1.42,0.0,0
0.066,0.232,0.0,0.0,0.0,0
0.16,0.336,0.2,0.4,0.1,0
0.496,0.381,0.46,0.5,0.39,0
0.107,1.178,0.0,0.0,0.32,0
0.16,0.336,0.2,0.4,0.1,0
0.117,0.403,0.08,0.85,0.08,0
1.31,5.836,0.09,0.0,0.09,0
0.0,0.0,0.0,0.0,0.0,0
0.16,0.352,0.2,0.4,0.1,0
0.0,0.926,0.0,0.0,0.0,0
0.0,0.238,0.0,0.0,0.0,0
0.157,0.502,0.08,0.42,0.0,0
0.157,0.518,0.08,0.42,0.0,0
0.176,0.176,0.0,2.1,0.0,0
1.023,1.023,0.0,0.0,0.0,0
0.155,0.31,0.19,0.39,0.09,0
0.416,0.208,0.0,1.11,0.0,0
0.086,0.086,0.0,0.55,0.0,0
0.045,0.045,0.0,0.0,0.0,0
0.231,0.925,0.49,0.0,0.65,0
0.08,0.728,0.0,0.0,0.0,0
0.086,0.26,0.0,0.0,0.0,0
0.0,3.79,0.0,1.85,0.0,0
0.057,0.057,0.0,0.0,0.0,0
0.221,0.177,0.42,0.0,0.0,0
0.097,0.0,0.0,0.6,0.0,0
0.165,0.563,0.0,0.0,0.0,0
0.0,0.164,0.0,0.0,0.0,0
0.0,0.178,0.0,0.72,0.0,0
0.0,0.561,0.0,0.0,0.0,0
0.515,0.345,0.52,0.32,0.42,0
0.0,0.053,0.0,0.0,0.0,0
1.611,0.0,0.0,0.0,0.0,0
0.0,0.872,0.0,0.0,0.0,0
0.0,7.333,0.0,0.0,0.0,0
0.05,0.083,0.14,0.0,0.29,0
0.224,0.102,0.96,0.72,0.6,0
0.067,0.941,0.0,0.0,0.43,0
0.0,0.21,0.0,0.0,0.0,0
0.046,0.42,0.0,0.0,0.29,0
0.042,0.042,0.0,0.0,0.12,0
0.0,0.109,0.0,0.0,0.0,0
0.218,2.295,0.0,0.0,0.62,0
0.402,0.443,0.0,0.52,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,2.695,0.0,0.0,0.0,0
0.0,0.378,0.0,0.0,0.0,0
3.26,0.0,0.0,0.0,0.0,0
0.041,0.082,0.0,0.0,0.25,0
0.997,0.407,0.25,1.25,0.25,0
0.0,0.061,0.7,0.0,0.0,0
0.0,0.179,0.0,0.0,0.0,0
0.434,0.514,0.0,0.77,0.0,0
0.0,0.99,0.0,0.0,0.0,0
0.188,0.0,0.0,0.0,0.0,0
0.868,0.391,0.51,1.03,0.49,0
0.0,0.769,0.0,0.0,0.0,0
0.0,1.647,0.0,0.0,0.0,0
0.342,0.171,0.0,0.0,0.0,0
0.0,0.152,0.19,0.0,0.0,0
0.0,0.156,0.0,0.0,0.0,0
0.03,0.046,0.0,0.17,0.0,0
0.157,0.488,0.1,0.6,0.1,0
0.885,0.797,0.0,0.0,0.0,0
0.0,0.936,0.0,0.0,0.0,0
0.301,2.865,0.0,0.0,0.84,0
0.499,0.458,0.0,0.76,0.0,0
0.353,0.0,0.0,0.0,0.0,0
0.117,0.403,0.08,0.85,0.08,0
0.0,0.273,0.0,0.0,0.0,0
0.085,0.171,0.58,0.0,0.0,0
1.05,0.678,0.77,0.56,0.74,0
0.106,1.174,0.0,0.0,0.32,0
1.31,5.836,0.09,0.0,0.09,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.824,0.0,0.0,0.0,0
0.154,0.464,0.0,0.0,0.0,0
0.197,0.0,1.14,0.0,0.0,0
0.34,0.51,0.0,0.0,0.0,0
0.272,0.0,0.4,1.62,0.0,0
0.315,0.105,0.6,0.0,0.6,0
0.161,0.161,0.0,0.0,0.25,0
0.241,0.439,0.76,0.44,0.76,0
0.799,0.621,0.0,4.76,0.0,0
0.194,0.129,0.42,0.0,0.0,0
0.322,0.107,0.62,0.0,0.62,0
0.06,0.06,0.0,0.0,0.33,0
0.0,0.834,0.0,0.0,0.0,0
0.206,0.0,0.07,1.0,0.14,0
0.205,0.102,0.96,0.72,0.6,0
0.406,0.53,0.0,0.0,0.2,0
0.0,1.048,0.0,0.0,0.0,0
0.486,0.324,0.46,0.46,0.35,0
0.206,0.275,0.3,0.9,0.3,0
0.279,0.559,0.0,0.0,0.0,0
0.232,0.402,0.29,0.09,0.19,0
0.0,0.899,0.71,0.0,0.0,0
0.225,1.051,0.3,0.76,0.15,0
0.0,0.05,0.0,0.0,0.0,0
0.0,0.591,0.0,0.0,0.09,0
0.0,0.202,0.0,0.0,0.0,0
0.0,0.29,0.0,0.0,0.0,0
0.0,1.169,0.0,0.0,0.0,0
0.0,0.653,0.0,0.0,0.0,0
0.0,0.348,1.4,0.35,0.7,0
0.0,1.443,0.0,0.0,0.0,0
0.0,0.361,0.0,0.0,0.0,0
0.0,0.416,0.0,0.0,0.0,0
0.0,1.524,0.0,0.0,0.0,0
0.164,0.413,0.6,0.44,0.32,0
0.0,0.407,0.0,0.0,0.0,0
0.221,0.554,0.28,0.0,0.28,0
0.059,0.374,0.38,0.0,0.09,0
0.302,0.0,0.0,0.2,0.0,0
0.147,0.294,0.0,0.0,0.0,0
0.121,0.609,0.38,1.16,0.0,0
0.29,0.0,0.32,0.98,0.0,0
0.0,3.907,0.0,0.87,0.0,0
0.056,0.352,0.4,0.0,0.1,0
0.131,0.149,0.8,0.05,0.35,0
0.154,0.417,0.19,0.59,0.0,0
0.0,0.829,0.0,0.61,0.61,0
0.291,0.145,0.0,0.0,0.0,0
0.0,0.328,0.0,0.0,0.0,0
0.261,0.358,0.34,0.08,0.0,0
0.067,0.308,0.17,0.17,0.17,0
0.029,0.234,0.53,0.0,0.71,0
0.037,1.045,0.0,0.0,0.0,0
0.0,1.094,4.16,0.0,0.0,0
0.0,0.033,0.0,0.0,0.0,0
0.496,0.451,0.54,0.27,0.27,0
0.232,0.0,0.08,1.14,0.16,0
0.208,0.0,1.29,0.0,0.0,0
0.0,0.0,0.0,0.0,0.19,0
0.015,0.045,1.36,0.09,0.19,0
1.219,0.0,0.0,0.0,0.0,0
0.062,0.312,0.0,0.0,0.0,0
0.481,1.765,0.0,0.0,0.86,0
0.182,0.365,0.0,0.0,0.0,0
0.0,0.124,0.0,0.0,0.76,0
0.388,0.485,0.0,0.94,0.0,0
0.255,0.767,0.0,0.0,0.0,0
0.0,0.046,0.0,0.0,0.52,0
0.23,1.306,0.0,1.42,0.47,0
0.306,0.536,0.0,0.47,0.0,0
0.239,1.118,0.0,1.48,0.49,0
0.787,1.181,0.0,1.19,0.0,0
0.267,0.802,0.0,0.0,1.63,0
0.058,0.019,0.16,0.21,0.27,0
0.0,0.0,0.0,0.0,0.33,0
0.151,1.289,0.0,0.0,0.23,0
0.212,0.0,0.0,0.0,0.0,0
0.058,0.117,0.0,0.35,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.502,0.0,0.0,0.0,0
0.361,1.566,0.0,0.8,0.8,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.709,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.222,1.777,0.0,0.0,0.0,0
0.218,0.218,0.0,1.44,0.28,0
0.0,0.031,0.0,0.0,0.0,0
0.213,0.426,0.0,0.0,0.0,0
0.143,0.458,0.33,0.0,0.16,0
0.0,0.199,0.0,0.41,0.0,0
0.17,0.17,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.212,0.424,0.0,0.0,0.0,0
0.312,0.768,0.7,0.07,0.49,0
0.17,0.17,0.0,0.0,0.0,0
0.0,1.351,0.0,0.0,0.0,0
0.0,1.413,0.0,0.0,0.0,0
0.0,2.412,0.0,0.0,0.0,0
0.05,0.252,0.33,0.49,0.0,0
0.0,0.495,0.0,0.0,0.0,0
0.136,0.0,0.0,0.0,0.0,0
0.0,0.398,0.0,0.0,0.63,0
6.003,0.0,0.0,1.12,0.0,0
0.208,0.417,0.0,0.0,0.0,0
0.067,0.698,0.3,0.0,0.15,0
0.0,0.0,0.0,0.0,0.0,0
0.027,0.622,0.32,0.0,0.16,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.326,0.0,0.0,0.0,0
0.165,0.639,0.84,0.34,0.87,0
0.0,0.0,0.0,0.0,0.0,0
0.273,0.91,0.0,0.56,0.56,0
0.023,0.0,0.07,0.0,0.07,0
0.26,1.216,0.0,1.62,0.54,0
0.0,1.36,0.0,0.0,0.0,0
0.0,0.067,0.41,0.0,0.41,0
0.024,0.558,0.29,0.0,0.14,0
0.21,0.105,0.0,1.48,0.0,0
0.014,0.098,0.08,0.34,0.17,0
0.224,0.775,1.11,0.11,0.22,0
0.0,0.197,0.0,0.0,0.58,0
0.186,0.262,0.32,0.0,0.26,0
0.15,1.131,0.44,0.0,0.44,0
0.0,0.942,0.43,0.0,0.43,0
0.0,1.554,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.215,0.0,0.0,0.0,0.0,0
0.0,1.212,0.0,0.0,0.0,0
0.0,0.326,0.52,0.0,0.52,0
0.075,0.05,0.0,0.16,0.32,0
0.0,0.0,0.0,0.0,0.0,0
0.135,0.067,0.0,0.78,0.58,0
0.0,0.211,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.952,0.0,0.0,0.0,0
0.0,0.74,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,1.405,0.0,0.0,0.0,0
0.592,0.435,1.08,0.31,0.5,0
0.0,0.591,0.0,0.0,0.09,0
0.598,2.395,1.07,1.07,0.0,0
0.0,0.199,0.0,0.0,0.0,0
0.295,0.073,0.0,0.0,0.0,0
0.0,1.232,0.0,0.0,0.0,0
0.0,0.199,0.0,0.0,0.0,0
0.0,0.963,0.0,0.0,0.0,0
0.191,0.438,0.77,1.35,0.77,0
0.083,0.166,0.0,0.0,0.0,0
0.211,0.225,0.08,0.79,0.17,0
0.068,0.0,0.26,0.0,0.13,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.675,0.0,0.0,0.0,0
0.075,1.285,0.0,0.0,0.0,0
0.135,0.067,0.0,0.78,0.58,0
0.105,0.0,0.0,0.0,0.0,0
0.0,0.238,0.0,0.0,0.0,0
0.35,0.0,0.38,0.76,0.0,0
0.0,0.356,0.0,0.0,0.99,0
0.698,2.295,0.52,1.05,0.52,0
0.03,0.36,0.32,0.0,0.08,0
0.0,0.147,0.0,0.0,0.0,0
0.0,0.881,5.98,0.0,0.85,0
0.191,0.438,0.77,1.34,0.77,0
0.0,3.768,0.0,1.85,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.152,0.37,0.6,0.36,0.32,0
0.045,1.147,0.0,0.28,0.28,0
0.716,0.102,0.6,0.0,0.0,0
0.0,0.591,0.0,0.0,0.09,0
1.269,0.031,0.0,0.0,0.0,0
0.121,0.145,0.74,0.04,0.32,0
0.05,0.381,0.28,0.14,0.14,0
0.05,0.379,0.27,0.13,0.13,0
0.086,0.0,0.0,0.0,0.34,0
0.191,0.438,0.77,1.35,0.77,0
0.139,0.334,0.76,0.29,0.4,0
0.72,0.102,0.6,0.0,0.0,0
0.191,0.437,0.77,1.34,0.77,0
0.116,0.116,0.0,0.64,0.32,0
0.196,0.056,0.0,0.0,0.0,0
0.0,1.627,0.0,0.0,0.0,0
0.191,0.438,0.77,1.35,0.77,0
0.215,1.003,0.29,0.73,0.14,0
0.215,1.004,0.29,0.73,0.14,0
0.027,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.016,0.0,0.0,0.0,0
0.0,0.293,0.59,0.0,0.0,0
0.191,0.438,0.77,1.34,0.77,0
0.056,0.709,0.43,0.08,0.43,0
0.0,0.0,0.0,0.0,0.0,0
0.133,0.535,0.85,0.0,0.85,0
0.0,0.0,0.0,0.0,0.0,0
0.12,0.601,0.38,1.16,0.0,0
0.0,0.986,0.0,0.0,0.0,0
0.064,0.364,0.0,0.13,0.0,0
0.165,0.638,0.84,0.34,0.87,0
0.128,0.472,0.0,0.27,0.0,0
0.052,0.105,1.2,0.0,0.4,0
0.0,3.076,9.09,0.0,4.54,0
0.932,0.699,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.403,0.0,0.0,0.0,0
0.197,0.474,0.27,0.13,0.4,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.222,0.412,0.29,0.09,0.19,0
0.165,0.639,0.84,0.34,0.87,0
0.862,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.18,0.432,0.0,0.0,0.21,0
0.0,0.606,0.0,0.0,0.0,0
0.114,0.659,0.22,0.0,0.22,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.114,0.659,0.22,0.0,0.22,0
0.609,0.05,0.0,0.21,0.1,0
0.0,0.0,0.0,0.0,0.0,0
0.149,0.298,0.0,1.31,0.43,0
0.056,0.709,0.43,0.08,0.43,0
0.0,0.353,1.41,0.35,0.7,0
0.42,0.345,0.56,0.31,0.43,0
0.0,0.061,0.0,0.0,0.0,0
0.234,0.234,0.12,0.48,0.0,0
0.131,0.149,0.8,0.05,0.35,0
0.16,0.64,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.41,0.82,0.0,0.45,0.0,0
0.794,0.855,0.4,4.01,0.4,0
0.065,0.006,0.17,0.1,0.1,0
0.109,0.522,0.28,0.46,0.14,0
0.0,0.0,0.0,0.0,0.0,0
0.378,0.523,0.5,0.0,0.33,0
0.29,0.0,0.32,0.98,0.0,0
0.0,0.193,0.0,0.0,0.0,0
0.084,0.028,0.0,0.0,0.33,0
0.0,0.0,0.0,0.0,0.0,0
0.095,1.429,0.0,0.0,0.0,0
0.291,1.021,0.24,0.0,0.0,0
0.228,0.228,0.0,0.0,0.0,0
0.025,0.615,0.3,0.0,0.15,0
0.145,0.538,0.34,0.39,0.13,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.302,0.151,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.255,0.751,1.14,0.49,0.98,0
0.229,0.919,0.22,0.45,0.0,0
0.0,0.309,0.0,0.0,0.0,0
0.265,0.449,0.26,0.39,0.26,0
0.261,0.358,0.34,0.08,0.0,0
0.0,0.764,0.43,0.0,0.14,0
0.261,0.358,0.34,0.08,0.0,0
0.0,0.555,0.26,0.53,0.0,0
0.0,0.192,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.061,0.493,0.0,0.0,0.0,0
0.0,5.555,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
1.284,5.803,0.09,0.0,0.09,0
0.364,0.273,0.55,0.55,0.0,0
0.104,0.733,0.46,0.58,0.58,0
0.029,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.077,0.544,0.0,0.0,0.49,0
0.0,0.0,0.0,0.0,0.0,0
0.085,0.0,0.29,0.0,0.0,0
0.0,1.385,0.28,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.255,0.845,1.14,0.49,1.06,0
0.254,0.353,0.35,0.08,0.0,0
0.256,0.736,1.14,0.49,0.98,0
0.104,0.733,0.46,0.58,0.58,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.41,0
0.0,0.0,0.0,0.0,0.0,0
0.254,0.353,0.35,0.08,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
1.308,5.828,0.09,0.0,0.09,0
0.266,0.319,0.29,0.58,0.36,0
0.0,0.0,0.0,0.0,0.0,0
0.291,0.145,0.0,0.0,0.0,0
0.421,0.441,0.34,0.56,0.17,0
0.0,0.0,0.0,0.0,0.0,0
0.25,0.444,0.26,0.08,0.0,0
0.465,0.232,0.0,0.0,0.0,0
0.206,0.412,0.0,0.6,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.037,0.0,0.0,0.0,0
0.11,0.0,0.0,0.0,0.0,0
0.111,0.0,0.0,0.0,0.0,0
0.0,0.11,0.0,0.0,0.7,0
0.106,0.996,0.0,0.0,0.2,0
0.271,0.543,0.0,1.44,0.0,0
0.0,0.034,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.265,0.0,0.49,0.0,0.0,0
0.529,0.433,0.59,0.48,0.4,0
0.0,0.757,0.0,0.0,0.0,0
0.0,1.44,0.0,0.0,0.0,0
0.0,0.785,0.0,0.0,0.0,0
0.0,1.461,0.0,0.0,0.0,0
0.397,1.01,0.3,0.0,0.1,0
0.025,0.615,0.3,0.0,0.15,0
0.0,1.55,0.0,0.0,0.0,0
0.0,1.765,0.0,0.0,0.0,0
0.0,0.694,0.0,0.47,0.0,0
0.233,0.404,0.29,0.09,0.19,0
0.271,0.542,0.0,1.44,0.0,0
0.0,0.896,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.518,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,1.149,0.0,0.0,0.0,0
0.0,0.638,0.0,0.55,0.27,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.225,0.0,0.0,0.0,0
1.785,1.542,0.0,0.0,0.0,0
0.396,0.975,0.3,0.0,0.1,0
0.258,1.466,0.0,0.0,0.0,0
0.207,0.552,1.61,0.0,0.0,0
0.067,0.067,0.0,0.0,0.22,0
0.183,0.0,0.3,0.0,0.07,0
0.267,0.0,0.5,0.0,0.0,0
0.303,0.212,0.0,3.62,0.19,0
0.223,0.223,0.74,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.242,0.256,0.17,0.95,0.17,0
0.467,0.175,0.48,0.0,0.96,0
0.0,0.305,0.0,0.0,0.0,0
1.309,5.831,0.09,0.0,0.09,0
0.0,0.309,0.0,0.0,0.0,0
0.06,0.241,0.0,0.0,0.0,0
0.228,0.241,0.16,0.9,0.16,0
0.0,2.152,0.0,0.0,0.0,0
0.43,0.43,0.48,4.32,0.0,0
0.134,0.43,0.18,0.55,0.0,0
0.0,0.124,0.4,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.128,0.96,0.43,0.0,0.0,0
0.0,2.354,0.0,0.0,0.0,0
0.979,0.445,0.5,0.5,0.0,0
0.093,1.029,0.0,0.0,0.27,0
0.165,0.639,0.84,0.34,0.87,0
0.0,1.363,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.71,0
0.104,0.156,0.0,0.0,0.33,0
0.075,0.263,0.21,0.21,0.42,0
0.536,1.431,1.01,1.51,0.0,0
0.154,0.928,0.0,0.86,0.86,0
0.015,0.094,0.08,0.0,0.25,0
0.093,1.023,0.0,0.0,0.27,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.297,0.0,0.0,0.0,0
0.157,0.488,0.1,0.6,0.1,0
0.0,0.095,0.41,0.52,0.2,0
0.928,0.433,0.0,1.47,0.0,0
0.0,0.123,0.0,0.0,0.15,0
0.164,2.306,0.93,0.0,0.93,0
0.133,1.103,0.45,0.0,0.0,0
0.141,0.329,0.54,0.0,0.0,0
0.088,0.661,0.38,0.0,0.76,0
0.207,0.207,0.0,0.0,0.0,0
0.116,1.16,0.0,0.0,0.0,0
0.207,0.207,0.0,0.0,0.0,0
0.0,3.588,0.0,0.0,0.0,0
0.429,0.6,0.0,0.0,0.0,0
0.049,0.0,0.0,0.29,0.0,0
0.238,0.238,0.68,0.68,0.0,0
0.157,0.488,0.1,0.6,0.1,0
0.23,0.057,0.0,2.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.192,0.64,0.79,1.18,0.39,0
0.0,0.51,0.38,0.0,0.0,0
0.0,0.082,0.0,0.0,0.0,0
0.032,0.887,0.1,0.0,0.0,0
0.022,0.022,0.0,0.0,0.0,1
0.0,0.149,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.262,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.393,0.0,0.0,0.0,1
0.0,0.729,0.0,0.0,0.0,1
0.0,0.149,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.9,1
0.0,0.0,0.0,0.0,0.0,1
0.032,0.0,0.0,0.0,0.08,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.546,0.0,0.0,0.0,1
0.0,0.115,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.375,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.282,0.0,0.0,0.0,1
0.026,0.044,0.42,0.06,0.18,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,1.315,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.313,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.033,0.0,0.0,0.08,1
0.0,0.0,0.0,0.0,0.0,1
0.071,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.161,0.0,0.0,0.0,1
0.0,0.684,0.0,0.0,0.0,1
0.0,0.211,0.0,0.0,0.0,1
0.0,0.068,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.072,0.0,0.0,0.29,1
0.0,0.045,0.0,0.0,0.26,1
0.0,0.301,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.613,0.0,0.0,0.0,1
0.0,3.048,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.725,0.0,0.0,0.0,1
0.031,0.0,0.0,0.0,0.11,1
0.0,0.048,0.0,0.0,0.67,1
0.006,0.0,0.0,0.0,0.02,1
0.0,0.061,0.0,0.0,0.0,1
0.027,0.0,0.0,0.0,0.0,1
0.0,0.117,0.0,0.0,0.0,1
0.0,0.123,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.091,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.24,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.3,1
0.0,0.218,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.103,0.31,0.0,0.0,0.0,1
0.085,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.033,0.0,0.0,0.0,0.07,1
0.08,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.042,0.0,0.0,0.11,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.052,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.02,0.0,0.0,0.0,1
